restaurant_id,text,rating,location,business_name,business_price,business_review_count,business_display_address,business_display_phone,business_categories,cleaned_text,tokens,top_topic_labels,topics,sentiment,bigrams,trigrams
wxHjh5QX-YzYTwc_dVz3lQ,"Had our holiday party here and although the wait staff were nice, the food was mediocre.
The food was bland: mashed potatoes, asparagus, carrots and the...",0.0,Los Angeles,Kendall's Brasserie,$$$,143,"['135 N Grand Ave', 'Los Angeles, CA 90012']",(213) 972-7322,"[{'alias': 'french', 'title': 'French'}]","had our holiday party here and although the wait staff were nice the food was mediocre
the food was bland washed potatoes asparagus carrot and the","['holiday', 'party', 'wait', 'staff', 'nice', 'food', 'mediocre', 'food', 'potato', 'asparagus', 'carrot']","[['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],0,"['holiday_party', 'wait_staff', 'nice', 'food_mediocre', 'food', 'potato_asparagus', 'carrot']","['holiday_party', 'wait_staff', 'nice', 'food_mediocre', 'food', 'potato_asparagus', 'carrot']"
1DfbZ0VsSCg9g1KILmnvzQ,"I begged my husband for years...YEARS...to come here. It took some threatening for him to relent. 
What an experiencing. My husband got the vegetarian...",0.0,New York City,Per Se,$$$$,1884,"['10 Columbus Cir', 'Fl 4', 'New York, NY 10019']",(212) 823-9335,"[{'alias': 'french', 'title': 'French'}]","i begged my husband for yearsyearsto come here it took some threatening for him to relent 
what an experiencing my husband got the vegetarian","['husband', 'yearsyearsto', 'husband', 'vegetarian']","[['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],0,"['husband_yearsyearsto', 'husband_vegetarian']","['husband_yearsyearsto', 'husband_vegetarian']"
j-qtdD55OLfSqfsWuQTDJg,"I cannot say enough good things about this venue. For the life of me, I cannot remember if I had ever been here before but it truly didn't matter;...",0.0,Philadelphia,Parc,$$$,3228,"['227 S 18th St', 'Philadelphia, PA 19103']",(215) 545-2262,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",i cannot say enough good things about this venue for the life of me i cannot remember if i had ever been here before but it truly didn matter,"['enough', 'good', 'thing', 'venue', 'life', 'ever', 'truly', 'matter']","[['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant']]",[],2,"['enough', 'good', 'thing', 'venue', 'life', 'ever', 'truly', 'matter']","['enough', 'good', 'thing', 'venue', 'life', 'ever', 'truly', 'matter']"
kMljfja7weqfl_lzspjzHA,"Such a chic place. The interior is classic and cozy, I wish we ate inside! 

We came for brunch, ate in the parklet. We enjoyed everything! I rarely am...",0.0,New York City,Cafe Cluny,$$$,849,"['284 W 12th St', 'New York, NY 10014']",(212) 255-6900,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'New American'}]","such a chin place the interior is classic and copy i wish we ate inside 

we came for branch ate in the market we enjoyed everything i rarely am","['chin', 'place', 'interior', 'classic', 'inside', 'branch', 'market', 'rarely']","[['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],2,"['chin', 'place', 'interior', 'classic', 'inside', 'branch', 'market', 'rarely']","['chin', 'place', 'interior', 'classic', 'inside', 'branch', 'market', 'rarely']"
50fWXrNECQQYght4ZWeBXQ,"Back for the second time while visiting NYC from the west coast. I stumbled on this place by accident last year and vowed to return. Well, we did...I stayed...",0.0,New York City,Taureau,$$$,606,"['558 Broome St', 'New York, NY 10013']",(212) 228-2222,"[{'alias': 'fondue', 'title': 'Fondue'}, {'alias': 'french', 'title': 'French'}]",back for the second time while visiting ny from the west coast i stumbled on this place by accident last year and vowed to return well we did stayed,"['back', 'second', 'time', 'ny', 'place', 'accident', 'last', 'year']","[['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],1,"['back', 'second_time', 'ny', 'place', 'accident', 'last', 'year']","['back', 'second_time', 'ny', 'place', 'accident', 'last', 'year']"
Cbi-gvzS75V2xef4xcwnxQ,I have nothing but great things to say about this place.  The ambience is very eclectic and intimate.  The service is excellent the drinks are strong yet...,0.0,Los Angeles,Lumière Brasserie,$$$$,98,"['2025 Avenue Of The Stars', 'Los Angeles, CA 90067']",(310) 424-3031,"[{'alias': 'french', 'title': 'French'}]",i have nothing but great things to say about this place  the absence is very electric and intimate  the service is excellent the drinks are strong yet,"['great', 'thing', 'place', 'absence', 'electric', 'service', 'excellent', 'drink', 'strong', 'yet']","[['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],2,"['great_thing', 'place', 'absence', 'electric', 'service', 'excellent', 'drink', 'strong', 'yet']","['great_thing', 'place', 'absence', 'electric', 'service', 'excellent', 'drink', 'strong', 'yet']"
Uf1PX96VvJdx3o1-s1FQhA,"One of the best spots in downtown that's less traditional than your usual bistro. It's located in River North, but in the residential area so doesn't feel...",0.0,Chicago,Obelix,$$$$,146,"['700 N Sedgwick St', 'Chicago, IL 60654']",(312) 877-5348,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",one of the best spots in downtown that less traditional than your usual gastro its located in river north but in the residential area so doesn feel,"['good', 'spot', 'downtown', 'less', 'traditional', 'usual', 'gastro', 'river', 'north', 'residential', 'area']","[['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],2,"['good', 'spot', 'downtown', 'less', 'traditional', 'usual', 'gastro', 'river', 'north', 'residential_area']","['good', 'spot', 'downtown', 'less', 'traditional', 'usual', 'gastro', 'river', 'north', 'residential_area']"
K6RzqmTJ5yaI35Bw1BAE3g,"I've dined here twice, both times for a work related function and both times the meal was excellent.the three course meal portions are just right for a...",0.0,Miami,Two Chef's,$$$,143,"['8287 S Dixie Hwy', 'Coral Gables, FL 33143']",(305) 663-2100,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'french', 'title': 'French'}]",give dined here twice both times for a work related function and both times the meal was excellentthe three course meal portions are just right for a,"['time', 'work', 'function', 'time', 'meal', 'excellentthe', 'course', 'meal', 'portion', 'right']","[['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],2,"['time', 'work', 'function', 'time', 'meal', 'excellentthe', 'course', 'meal', 'portion', 'right']","['time', 'work', 'function', 'time', 'meal', 'excellentthe', 'course', 'meal', 'portion', 'right']"
ZjU9qd-RR55cEEKufmdN5Q,Pretty underwhelming quality and service at the price point. The food wasn't tasty or thoughful and much was obviously pre-prepped. Service was not...,,New York City,Cathédrale Restaurant,$$$$,493,"['112 E 11th St', 'New York City, NY 10003']",(212) 888-1093,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",pretty underwhelming quality and service at the price point the food want taste or thoughtful and much was obviously preprepped service was not,"['pretty', 'underwhelming', 'quality', 'service', 'price', 'point', 'food', 'taste', 'thoughtful', 'much', 'obviously', 'service']","[['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],0,"['pretty_underwhelming', 'quality_service', 'price_point', 'food_taste', 'thoughtful_much', 'obviously_service']","['pretty_underwhelming', 'quality_service', 'price_point', 'food_taste', 'thoughtful_much', 'obviously_service']"
-Tskf8WK17rb3ZfeFuRSWA,"- Make a reservation for just before 11am 
- The jazz trio begins performing at 11am on the staircase
- After a while they move down and ask each table if...",0.0,New Orleans,Palace Café,$$$,2017,"['605 Canal St', 'New Orleans, LA 70130']",(504) 523-1661,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'french', 'title': 'French'}]"," make a reservation for just before am 
 the jazz trip begins performing at am on the staircase
 after a while they move down and ask each table if","['reservation', 'jazz', 'trip', 'staircase', 'table']","[['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],1,"['reservation_jazz', 'trip_staircase', 'table']","['reservation_jazz', 'trip_staircase', 'table']"
-ZcCFCdqMwOPXItB3REecA,"PARKING:
They have a small parking lot with about 10 spaces. When it first opens the lot is empty!

FOOD:
$27 BURGUNDY ESCARGTS: THEY ARE SO GOOD! Drenched...",0.0,Los Angeles,Petit Trois,$$$,1189,"['718 N Highland Ave', 'Los Angeles, CA 90038']",(323) 468-8916,"[{'alias': 'french', 'title': 'French'}]","parking
they have a small parking lot with about 10 spaces when it first opens the lot is empty

food
27 burgundy escargts they are so good drenched","['parking', 'small', 'parking', 'lot', 'space', 'first', 'lot', 'empty', 'food', 'burgundy', 'good', 'drenched']","[['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma']]",[],2,"['parking', 'small', 'parking_lot', 'space', 'first', 'lot', 'empty', 'food', 'burgundy', 'good', 'drenched']","['parking', 'small', 'parking_lot', 'space', 'first', 'lot', 'empty', 'food', 'burgundy', 'good', 'drenched']"
c3khi7kxBaA2ATUuMjtMZA,"We were so excited to try Atelier Crenn but all
disappear after the first few bites and a very unpleasant server. 
Besides the beet tartare, tempura shiso...",,San Francisco,Atelier Crenn,$$$$,881,"['3127 Fillmore St', 'San Francisco, CA 94123']",(415) 440-0460,"[{'alias': 'french', 'title': 'French'}]","we were so excited to try amelie cent but all
disappear after the first few bites and a very unpleasant server 
besides the been tartar temper his","['excited', 'amelie', 'cent', 'first', 'bite', 'unpleasant', 'server', 'temper']","[['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],0,"['excited_amelie', 'cent', 'first_bite', 'unpleasant_server', 'temper']","['excited_amelie', 'cent', 'first_bite', 'unpleasant_server', 'temper']"
x2eS2SU9BoVeA9NTXt9sCg,"A girlfriend and I came for HRW dinner on a Monday night. 

There is a complementary valet, or you can park in the parking lot out front. 
 
My girlfriend...",0.0,Houston,Brasserie 19,$$$,728,"['1962 W Gray St', 'Houston, TX 77019']",(713) 524-1919,"[{'alias': 'french', 'title': 'French'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","a girlfriend and i came for how dinner on a monday night 

there is a complementary valet or you can park in the parking lot out front 
 
my girlfriend","['girlfriend', 'dinner', 'night', 'complementary', 'valet', 'parking', 'lot', 'front', 'girlfriend']","[['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],1,"['girlfriend_dinner', 'night_complementary', 'valet_parking', 'lot_front', 'girlfriend']","['girlfriend_dinner', 'night_complementary', 'valet_parking', 'lot_front', 'girlfriend']"
13mL2ubsel9-BB4oxa6MBw,San Francisco's Union Square neighborhood is in need of a new breath of life. But old standbys like Le Central that prove that life in this area is still...,0.0,San Francisco,Le Central,$$$,406,"['453 Bush St', 'San Francisco, CA 94108']",(415) 391-2233,"[{'alias': 'french', 'title': 'French'}]",san francisco union square neighborhood is in need of a new breath of life but old stands like le central that prove that life in this area is still,"['square', 'neighborhood', 'need', 'new', 'breath', 'life', 'old', 'central', 'life', 'area', 'still']","[['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],1,"['square_neighborhood', 'need_new', 'breath_life', 'old_central', 'life_area', 'still']","['square_neighborhood', 'need_new', 'breath_life', 'old_central', 'life_area', 'still']"
bEXTA_Gwo2oVg4gnFd9fNA,"The atmosphere and ambiance is amazing. Classy place that's great for a date night. Server was friendly with alright service. Food came out fast.

So onto...",0.0,New York City,Ai Fiori,$$$$,1480,"['400 5th Ave', '2nd Level', 'The Langham', 'New York, NY 10018']",(212) 613-8660,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","the atmosphere and alliance is amazing class place that great for a date night server was friendly with alright service food came out fast

so onto","['atmosphere', 'alliance', 'amazing', 'class', 'place', 'great', 'date', 'night', 'server', 'friendly', 'service', 'food', 'fast']","[['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],2,"['atmosphere', 'alliance', 'amazing', 'class', 'place', 'great', 'date_night', 'server', 'friendly', 'service', 'food', 'fast']","['atmosphere', 'alliance', 'amazing', 'class', 'place', 'great', 'date_night', 'server', 'friendly', 'service', 'food', 'fast']"
-Tskf8WK17rb3ZfeFuRSWA,"- Make a reservation for just before 11am 
- The jazz trio begins performing at 11am on the staircase
- After a while they move down and ask each table if...",0.0,New Orleans,Palace Café,$$$,2017,"['605 Canal St', 'New Orleans, LA 70130']",(504) 523-1661,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'french', 'title': 'French'}]"," make a reservation for just before am 
 the jazz trip begins performing at am on the staircase
 after a while they move down and ask each table if","['reservation', 'jazz', 'trip', 'staircase', 'table']","[['food', 'service', 'good', 'price', 'restaurant', 'much', 'special', 'absence', 'place', 'however'], ['reservation', 'menu', 'dinner', 'friend', 'food', 'bit', 'restaurant', 'branch', 'table', 'small'], ['restaurant', 'year', 'french', 'soup', 'always', 'onion', 'well', 'never', 'visit', 'last'], ['food', 'star', 'party', 'hour', 'reservation', 'good', 'place', 'wine', 'area', 'favor'], ['great', 'french', 'dinner', 'date', 'alliance', 'service', 'food', 'meal', 'place', 'experience'], ['first', 'time', 'week', 'restaurant', 'spot', 'back', 'parking', 'friend', 'mostly', 'street'], ['amazing', 'rude', 'weekend', 'away', 'place', 'entire', 'minora', 'right', 'valet', 'early'], ['bar', 'gastro', 'definitely', 'really', 'work', 'place', 'birthday', 'neighborhood', 'patron', 'restaurant'], ['life', 'old', 'new', 'still', 'review', 'open', 'yelp', 'standard', 'fairly', 'noma'], ['empty', 'family', 'restaurant', 'enough', 'chicken', 'waiter', 'kiss', 'husband', 'morning', 'vessel']]",[],1,"['reservation_jazz', 'trip_staircase', 'table']","['reservation_jazz', 'trip_staircase', 'table']"
