text,rating,location,restaurant_id
"First off the food quality is very high, you can tell they use excellent ingredients. I had the scallops and my only criticism is I would have liked a...",3.0,Oakland,aFejMRJdDGYI4fuS81oQ6w
I recommend it if you want something special for your last day. The atmosphere is especially romantic. The portions are huge so 3 courses are enough. The...,5.0,Oakland,WavvLdfdP6g8aZTtbBQHTw
"Pictured: Barely seared tiny scallops, mushy almost soupy pearl couscous and that Denny's-esque garnish.

Wow, this place has changed. Within 5 minutes of...",1.0,Oakland,WavvLdfdP6g8aZTtbBQHTw
"This review is long overdue, but if you're looking for an affordable, bang for your buck, fancy night out - Gary Danko is the place to be. We came here to...",5.0,Oakland,WavvLdfdP6g8aZTtbBQHTw
"Cassava has truly outdone themselves with their new French bistro brunch! From the moment I walked in, I was transported to a charming Parisian cafe. The...",5.0,Oakland,muX0aRES6vsp5DEuJaW_uw
"Made same day reservations for lunch on Open Table ($20/ person hold) for their $50/ prix fix menu. I couldn't secure indoor seating and ended up outdoors,...",4.0,Oakland,muX0aRES6vsp5DEuJaW_uw
"Came to Cassava for a corporate team dinner, and WOW, our experience here was great!

The restaurant has a modern, trendy, upscale yet intimate feel to it,...",4.0,Oakland,muX0aRES6vsp5DEuJaW_uw
"So, I kind of love this place and it's a complete hidden gem. 

It's in an old, historic Julia Morgan Women's Club that has seen speakers from Amelia...",5.0,Oakland,9AeMOZuTF9inrApdBCT1hA
"Cute little restaurant and bar right off of Berkeley campus. It's inside some club building so you need to ring a bell and ask them to let you in, then go...",5.0,Oakland,9AeMOZuTF9inrApdBCT1hA
I attended a drug presentation at this restaurant and was very surprised this place exist in the middle of the UC Berkeley campus. I believe you will likely...,3.0,Oakland,9AeMOZuTF9inrApdBCT1hA
"Ever since I received a copy of ""Fanny at Chez Panisse"" for my 8th birthday, I've always wanted to come dine at the historic and iconic Chez Panisse....",5.0,Oakland,cMyf8e6frO9PIutPvXpjow
"Oh NO!... an off night for Chez Panisse?    Say it isn't so... but it be.

Born and raised in Berkeley, I always held Chez Panisse in highest regard for...",2.0,Oakland,cMyf8e6frO9PIutPvXpjow
"This review is for the Cafe upstairs. Visited this Michelin Green Star for dinner with 2 friends in December:

We made reservations beforehand. However, we...",5.0,Oakland,cMyf8e6frO9PIutPvXpjow
"During the Focus on the Future conference (Marriott Marquis) in October, we hosted an executive business development dinner at Bouche on their...",5.0,Oakland,mfD5wlWS6tY92FJHDcBwJA
A fancy meal without the intimidation of fancy restaurant etiquette! Felt like I was stepping into my aunt's intimate country cottage. We started off with...,4.0,Oakland,mfD5wlWS6tY92FJHDcBwJA
"Honestly, I felt scammed during my recent experience here for multiple reasons, but we'll get to that.

My friends and I came for a makeshift holiday party...",3.0,Oakland,mfD5wlWS6tY92FJHDcBwJA
"This is our favorite restaurant in the world. It beats out Geranium, Eleven Madison Park, Benu, French Laundry, Singlethread, and other 3 Michelin or 50...",5.0,Oakland,c3khi7kxBaA2ATUuMjtMZA
"Atelier Crenn was a wonderful experience. We started out in the main dining area and moved to the bar for the last of the mains and the dessert. 

There...",4.0,Oakland,c3khi7kxBaA2ATUuMjtMZA
"We were so excited to try Atelier Crenn but all
disappear after the first few bites and a very unpleasant server. 
Besides the beet tartare, tempura shiso...",2.0,Oakland,c3khi7kxBaA2ATUuMjtMZA
my bf and I came here for the UPSIDE experience. a friend from college recently promoted the UPSIDE chicken on their IG influencer account. I immediately...,5.0,Oakland,1P8K-4e333xzfb8rBEkUog
"This review is for the cocktails only.

They were mediocre at best. We'll start there... the lemon gin drink was so syrupy and overly sweet it tasted like a...",2.0,Oakland,1P8K-4e333xzfb8rBEkUog
"Since my last visit in 2019, Bar Crenn underwent an interior makeover and earned its first Michelin star. Bar Crenn now mostly operates as a pre fixe...",4.0,Oakland,1P8K-4e333xzfb8rBEkUog
"I loved it  AAA+ .
great location , tall windows and tall ceilings but warm & very cozy .
The food is carefully choosen & well assembled. The results are...",5.0,Oakland,cCVR9W_L2rqexfKAjfBTzQ
"the dessert (nepolean) was SOOOO GOOD

The entree was hit or miss (cod was great; scallops were just ok) but VERY pricey 

small bites were ok. 

the...",3.0,Oakland,cCVR9W_L2rqexfKAjfBTzQ
"Started bad; ended bad.  

We were a party of four.  Unbeknownst to three of us who grabbed bar seats, one friend had made a reservation for tonight.  When...",1.0,Oakland,cCVR9W_L2rqexfKAjfBTzQ
Omg. We were craving an elegant French experience and this place delivered. We were there for dinner on NYE and the staff/kitchen were ready! The restaurant...,5.0,Oakland,9e2UrZrwbWsTyN3hWyS6Ig
"My Braised Short Rib Steak Au Poivre Green Peppercorn Sauce was luke warm. 
Waitress/manager lacked people skills, organization and attention to detail....",1.0,Oakland,9e2UrZrwbWsTyN3hWyS6Ig
"This place is always snobby.

Once i went there and asked if they could give me the apple endive salad but switch the endive for butter lettuce (which is...",3.0,Oakland,9e2UrZrwbWsTyN3hWyS6Ig
"Partner and I loved L'Ardoise. The food was super tasty, creative, and we really felt like we were in Paris. Our server was also professional and...",5.0,Oakland,9yM20-7fj4LMrOO30nqkBw
My boyfriend invited me to L'Ardoise Bistro as a surprise dinner date after telling him that  really missed french cuisine from home and this place really...,5.0,Oakland,9yM20-7fj4LMrOO30nqkBw
"What a Marvelous gem in the city! Drove down for a dinner date night and was transported immediately to France. 
Once you walk in, you feel the coziness and...",5.0,Oakland,9yM20-7fj4LMrOO30nqkBw
"Amazing service, classic dishes, cozy and welcoming. You cannot go wrong with this institution for a fantastic meal in the city!",5.0,Oakland,oqsu3pKpgRMGHj9QItsx0A
"A range of reviews, maybe we got lucky with what we ordered / the menu of the day but I thought it was delicious.

We started with a sage sausage that was...",5.0,Oakland,oqsu3pKpgRMGHj9QItsx0A
"Had to drop a few lines about Zuni Cafe in San Francisco - what an experience! This place is a blend of cozy and classy, perfect for any occasion. I tried...",5.0,Oakland,oqsu3pKpgRMGHj9QItsx0A
"We stopped by for lunch and glad we did!
The building and exterior façade is very typical San Francisco old downtown charm but don't let that fool you. You...",5.0,Oakland,SG2-29u7Uw1VR9e1xCAT5w
"Patisserie perfection!

We've dined in once for a casual brunch. It was lively on a random Saturday late morning, and about 70% of the tables ordered an...",4.0,Oakland,SG2-29u7Uw1VR9e1xCAT5w
"I really enjoyed the teas as well as the brunch here. I didn't opt for the tea service as it is quite expensive ($98 for one, $175 for two). The highlight...",4.0,Oakland,SG2-29u7Uw1VR9e1xCAT5w
"Matilde was amazing, a lovely gem in SF. Definitely top 10 most memorable dinners I've had and I enjoyed every second here. 

I had high expectations from...",5.0,Oakland,WWekv34vniav2trhbb2DaA
"I had a fantastic celebration meal with my family here. The escargot, French onion soup were absolutely amazing!! The star of the show were definitely the...",4.0,Oakland,WWekv34vniav2trhbb2DaA
"The food does not match the outer appearance of this restaurant! Looks like some regular shmegular spot but the food is incredible. 

The food was awesome....",5.0,Oakland,WWekv34vniav2trhbb2DaA
Old school spot that's easy to overlook among the newer spots in Hayes Valley. But I was pleasantly surprised by my meal here - they're serving some solid...,4.0,Oakland,353bun0151fMbR3ut2d-nw
It was a damp winter night and perfect for luscious French cooking. I started with crab salad and it was creamy with hints of tartness from the grapefruit....,5.0,Oakland,353bun0151fMbR3ut2d-nw
"It'd be 4 stars if the menu were just a bit bigger and broader.  I understand why restaurants keep the menu small (@e.g., fresh ingredients) but this menu...",3.0,Oakland,353bun0151fMbR3ut2d-nw
"Still dreaming of my dining experience Jan 2023 !! The highlight of my trip to San Francisco , I am so excited you have re-opened !!!  The four hour dining...",5.0,Oakland,zFxD8QinHt69Bs7M2mgB-Q
"There is little more to be said that hasn't already been shared. The food is amazing, the service is impeccable, and the wines were divine. 

It's difficult...",5.0,Oakland,zFxD8QinHt69Bs7M2mgB-Q
Ala carte menu and 4 course tasting ($270) available in bar/ lounge.  Crab and beef cheek very nice. Ps. Yelp posted hours (5:30 opening time) are incorrect,5.0,Oakland,zFxD8QinHt69Bs7M2mgB-Q
"We had my wife's birthday dinner here on 12/28/23. Overall we had a flawless experience, and I feel like this place is a real hidden gem. Some...",5.0,Oakland,ohWlEV89ljnbDXAHJM6_GQ
I'm glad to see The Bistro at ONE65 reopen after a long break! I'm a fan of their amazing Patisserie on the ground floor but had never ventured upstairs til...,5.0,Oakland,ohWlEV89ljnbDXAHJM6_GQ
Rounding out our tour of all of ONE65's unique restaurants was the trip to the newly renovated Bistro. Layout and decor here is similar to both Elements and...,5.0,Oakland,ohWlEV89ljnbDXAHJM6_GQ
"So Gordon Ramsay has no restaurant in SF and this is THE place to get a Beef Wellington.

It's a small joint that has probably more seating on the outside...",5.0,Oakland,xO2V0wkXP3Na-mWhLo1ZxQ
"This place was truly pleasant to go visit and eat at. I went on a date with my boyfriend here, and it was so cute and so special. I feel like the ambience...",5.0,Oakland,xO2V0wkXP3Na-mWhLo1ZxQ
"Booked a dinner here for Thanksgiving and was really excited about the menu (Dungeness Crab Salad, Beef Wellington, and Banana Crème Brûlée). Website stated...",2.0,Oakland,xO2V0wkXP3Na-mWhLo1ZxQ
In love with this restaurant! My fiancée took me here on one of our first dates and we recently came back again. Even better than the first time we came...,5.0,Oakland,QINiEjMRGA7pKfvhPQtfBg
"sf office holiday dinner!

* seared scallops with mashed potatoes, sweet potatoes, white butternut squash, bacon & topped with truffle sauce
*  japanese...",4.0,Oakland,QINiEjMRGA7pKfvhPQtfBg
"Came here during SF restaurant week. Street parking is hard to find so I recommend parking in the residential area, or Uber, walk, bus. 

$66 per person, 4...",5.0,Oakland,QINiEjMRGA7pKfvhPQtfBg
"What an amazing experience! The first floor is a fabulous patisserie that rivals the best in all of France. A feast for your eyes and your palette! 

The...",5.0,Oakland,y6hiTZnMSoH6UnvWCCbI4w
I came on a date and didn't want to upset my date as he is not one into social media postings so I did not take pictures of any of the courses.   Only took...,5.0,Oakland,y6hiTZnMSoH6UnvWCCbI4w
Food was definitely far better than a lot of the recent dining experience.  Presentation and taste was appealing.  Yes there were a few minor misses but...,5.0,Oakland,y6hiTZnMSoH6UnvWCCbI4w
"I've been a regular at La Société, and the experience keeps me coming back. The steak tartare is a culinary masterpiece, and the steaks are consistently...",5.0,Oakland,WmWgt493wTIUqncsizmAZw
"Best burger + Steak tartare + French onion soup in town! Fantastic food, service and ambiance, must try!",5.0,Oakland,WmWgt493wTIUqncsizmAZw
I won't lie and say I wasn't mildly nervous when I walked up and realized this restaurant was in a hotel. I was taking my close friends out for a holiday...,5.0,Oakland,WmWgt493wTIUqncsizmAZw
"Go!  Last night we had a party of 9 after seeing a play.

From the moment we were seated to the time we left, all was perfect.

The food was delicious and...",5.0,Oakland,E8iRJSb6hyZtMmV9zmvGsQ
"I've been here a few times, once for lunch, dinner, and a larger group holiday party, in which I've been able to try a variety from the menu. I've never had...",4.0,Oakland,E8iRJSb6hyZtMmV9zmvGsQ
"Food was amazing, 5 stars for food. 

The service was irritating. They would not leave us alone for more than 5"" to eat and have a conversation. Then asked...",3.0,Oakland,E8iRJSb6hyZtMmV9zmvGsQ
I have been a fan since when I lived in SF in 2000 but this venerable intimate French soufflé bistro has been in business since 1979.  Chef Jacqueline...,5.0,Oakland,JJnkXwf96vh1Uu7XZWZZAg
"Outstanding experience!

Did I say delicious food and excellent service?! Well, let's check those boxes too!

I have lived in the neighborhood for over...",4.0,Oakland,JJnkXwf96vh1Uu7XZWZZAg
Soufflés are excellent here though definitely really over-priced.  You can't just do desserts here anymore so you'll need to have dinner to get to their...,3.0,Oakland,JJnkXwf96vh1Uu7XZWZZAg
"The food was absolutely fantastic and the service and wine offerings were perfect.   Would put it on the list of ""one of SF best"".",5.0,Oakland,gwuCZV_4nIwevDenicG8tw
The ambiance of this place is amzingggg perfect for a date night or cute night out. They have an insane wine list with selections across the globe. The...,4.0,Oakland,gwuCZV_4nIwevDenicG8tw
One of the best restaurants I've been to in the Bay Area in a very very long time. Heirloom café sits in an unassuming storefront in the mission district...,5.0,Oakland,gwuCZV_4nIwevDenicG8tw
"The food, service and ambiance of this revived restaurant in the Cornell Hotel is stellar.  We ate authentic French food with truly the best French Rose'...",5.0,Oakland,gFcSLTJo3HXdkXScg0FgcA
Food was excellent. Service was excellent. Ambiance was excellent. So happy the restaurant has reopened. Hopefully their Grand Marnier Soufflé will be back...,5.0,Oakland,gFcSLTJo3HXdkXScg0FgcA
"Lovely coziness in this downstairs cellar like hideaway. It is located below a hotel. The decor is unique and beautiful with stone arches, frescoes and...",4.0,Oakland,gFcSLTJo3HXdkXScg0FgcA
Had dinner here last night before heading to see Los Lobos @ The Fillmore; ate at the bar. Bartender worked solo and was busy but his service was excellent....,4.0,Oakland,xZIar7Wc8YCUiAz7S_0Gdg
"Classic San Francisco atmosphere with good Italian food, nice cocktails, & great service.

No walk-in seating available at 6:15 on a Tuesday so we ate at...",3.0,Oakland,xZIar7Wc8YCUiAz7S_0Gdg
"We love the dark ambiance, sat in a corner. Our server was great-we tasted a couple of wines [the white wine special (a Muscadet) was watery, and the way...",3.0,Oakland,xZIar7Wc8YCUiAz7S_0Gdg
"We were here for lunch, so not quite as intimate as it may seem in the evening. That's okay, because we were here with a group.

Our server was pleasant and...",4.0,Oakland,13mL2ubsel9-BB4oxa6MBw
"Really liked the onion soup - full of cheese on top and a rich taste - salty but sweet. 
Crème brûlée is also a highlight, very crispy on the top and not...",3.0,Oakland,13mL2ubsel9-BB4oxa6MBw
San Francisco's Union Square neighborhood is in need of a new breath of life. But old standbys like Le Central that prove that life in this area is still...,4.0,Oakland,13mL2ubsel9-BB4oxa6MBw
"We loved French Hen at their 71st & Yale location so finally tried the one on Archer... wow! Just wow!

I loved everything. The wine was phenomenal. 
I...",5.0,Tulsa,QAfanCyvIk1JrpKSiAWN5Q
We had one server for the ten of us. It took her some time to figure out how we are splitting the check. There were a few of us who wanted hot water and she...,2.0,Tulsa,QAfanCyvIk1JrpKSiAWN5Q
"We enjoyed a lovely Sunday brunch at the French Hen in downtown Tulsa.  The live music, food, drinks, and service were fantastic.  We can't wait to return!",5.0,Tulsa,QAfanCyvIk1JrpKSiAWN5Q
Went here for my husbands birthday. It was amazing!! Great service and great food! The bartender made some excellent cocktails and the server was superb....,5.0,Minneapolis,z50s-RzKyEnAdHtusrEXpw
Ambiance is exquisite!  This place captures the decadence and grandeur of the roaring 20s. I was feeling like Leo DiCaprio was going to come down the stairs...,5.0,Minneapolis,z50s-RzKyEnAdHtusrEXpw
What a spectacular experience! This is easily the most beautiful restaurant in the Twin Cities. The interior is truly gorgeous. It's got clear Deco...,5.0,Minneapolis,z50s-RzKyEnAdHtusrEXpw
We visited Demi over Thanksgiving break with family and it was lovely. The service was impeccable and the ambiance was very nice.  I know this seems...,5.0,Minneapolis,SPMZScudn_8yOoh4sfCxVA
"The trouble with Demi is that it's so very very good. You walk in having never heard of parsnip agnolotti, then after a few bites realize that you're eating...",5.0,Minneapolis,SPMZScudn_8yOoh4sfCxVA
Finally a chance to come here to celebrate. The restaurant is a little hidden and Google maps did not take it to the front door. Please use Apple map...,3.0,Minneapolis,SPMZScudn_8yOoh4sfCxVA
Meritage is one of my very favorite places to eat in the Twin Cities and it had been a long time since I had dined there so it was very good to be back. I...,5.0,Minneapolis,UwqfYwiOM_ornDPidGVzPA
"How did I miss this restaurant after all these years? I left dinner last night believing this was one of the best meals I have had in a long time.  
We...",5.0,Minneapolis,UwqfYwiOM_ornDPidGVzPA
"Another lovely dinner at Meritage. Delicious food, we loved each course and wished we had more room to eat more!  Wonderful ambiance, chic design, felt...",5.0,Minneapolis,UwqfYwiOM_ornDPidGVzPA
Our family frequents this restaurant for special occasions.  Went here for my hubby's birthday. I went for a lighter fare on this visit grilled chicken beet...,4.0,Minneapolis,pOtzllZ39HbEZEwstfNepg
"We hosted the rehearsal dinner, for my son's wedding at Tria, in the Jerome room.   Holly, the Event Coordinator was a delight to work with.  We had some...",5.0,Minneapolis,pOtzllZ39HbEZEwstfNepg
We really like this restaurant!  The bar is nice and quaint and the food is always good!  They have a really nice summer patio that we really love.  Would...,4.0,Minneapolis,pOtzllZ39HbEZEwstfNepg
"This was one of the most beautiful dinners I have had! My father has always wanted to try this place, so we were very excited!

We made reservations beacuse...",5.0,Cleveland,SzcCJJmreMlWCsNjupdVAA
"L'Albatros is one of the stand out meals to have in Cleveland. 

Tucked into an unassuming corner of the CWRU campus, park in the affordable lot reserved...",5.0,Cleveland,SzcCJJmreMlWCsNjupdVAA
"Came here for Christmas Eve dinner. 
Friendly staff and great service despite how busy it was. Everything we ordered was delicious. Highly reccommend the...",5.0,Cleveland,SzcCJJmreMlWCsNjupdVAA
"**Chez Francois: A Culinary Oasis in Vermillion, Ohio**

Nestled amidst the charming town of Vermillion, Ohio, Chez Francois stands as a beacon of culinary...",5.0,Cleveland,VP_O6L9eQQZckgAjuCajdA
"This is killing me...
I have been struggling over this review for more than a week now.
Let me first tell you Chez Francois has been one of my absolute...",4.0,Cleveland,VP_O6L9eQQZckgAjuCajdA
"We were traveling through Ohio on our way to NYC
We ordered tomato salad with tuna which was dry as a bone with on thinly sliced tomato and coquille Saint...",2.0,Cleveland,VP_O6L9eQQZckgAjuCajdA
"Wonderful meal and service. Top notch. $400 for 4 people, so it does break the bank. It's so expensive that it's a little unfortunate. If they could just...",5.0,Cleveland,yCa7CSRK65U_ZtzRB3XtGw
"Dinner here was a surprise in the best way! The ambiance is very nice, upscale, and even a little homey. We sat inside but had a great view of one of the...",5.0,Cleveland,yCa7CSRK65U_ZtzRB3XtGw
Returned to celebrate our anniversary and our love for this restaurant continues to grow! The patio and garden is beautiful and inviting. Lots of seating...,5.0,Cleveland,yCa7CSRK65U_ZtzRB3XtGw
Part of a culinary school so the service was exceptional and the menu a French delight.,5.0,Cleveland,UtMq05YrY37Hb9Oe4z0dYA
"We received a Serenite gift card in a recent raffle basket. My wife requested that we visit, so off we went. Upon arrival, we were seated immediately. We...",4.0,Cleveland,UtMq05YrY37Hb9Oe4z0dYA
"I made a reservation for dinner, and when we arrived the host accused me of not having a reservation. Not sure why she was so accusatory...I had to pull up...",1.0,Cleveland,UtMq05YrY37Hb9Oe4z0dYA
