text,rating,location,restaurant_id
"Came for brunch. The waitress recommended the croque monsieur and I was like ""ok sounds good."" She proceeded to bring out this prosciutto croissant, to...",3.0,Boston,-uw-p4Rp-__yr9-J3kHaTQ
"My girlfriend and I decided to come to Batifol for NYE dinner. It was $92 pp with $35 pp if you wanted to do the wine pairing, which I did. 

In the...",3.0,Boston,-uw-p4Rp-__yr9-J3kHaTQ
"Really nice solo lunch outdoors. 
Fish provencale, perfectly cooked salmon (slightly raw at the center which is fine). Olives, artichoke hearts, somewhat...",4.0,Boston,fUXHR5XBFa4qV_NvPXpuAA
Rochambeau is a beautiful restaurant located in the heart of Back Bay attached to the Prudential & Hynes Convention Center. The space felt grand & so...,3.0,Boston,fUXHR5XBFa4qV_NvPXpuAA
"Just had one of the worst dining experiences in the last decade. I had a company dinner here, about 20 people. It took them an hour and a half to get the...",1.0,Boston,fUXHR5XBFa4qV_NvPXpuAA
"Definitely a great experience every time we dine here.  The service, attention to detail, engagement with staff...oh, and the food is quite spectacular.",5.0,Boston,loARYRGAZiQd7NxLTxURlQ
"As you can see by my previous reviews, I don't think I have ever gone out of my way to write a bad review. However, the person who answered the phone when I...",1.0,Boston,loARYRGAZiQd7NxLTxURlQ
"Food - chorizo croquettas were tasty to start, but definitely on the small side. Moroccan sunchoke soup with dates was really good - creamy, savory and...",4.0,Boston,loARYRGAZiQd7NxLTxURlQ
I just went to Deuxave last night and sat at the bar. All I ate was the duet of prime beef which is carpaccio and tartare on one plate. I was in heaven....,5.0,Boston,E2De90kZUtXIS2dy-vn1yg
Deuxave has always been a little ominous to me since I pass it all the time going up and down Mass Ave and in my head it seems like overpriced French food...,3.0,Boston,E2De90kZUtXIS2dy-vn1yg
"Wonderful dinner without reservation for two sitting at the high table. We ordered the following.:

Duck Liver Pâté*
Toasted Sourdough Baguette
Stone Fruit...",4.0,Boston,E2De90kZUtXIS2dy-vn1yg
"Christmas Eve at La Voile was amazing.  From the service, to the food, to the ambience it was top notch.  

The Onion Soup was perfection with great flavor...",5.0,Boston,dXPmYs9b3xyv9Zqa0z8adA
My sister and I had dinner reservations this evening. We usually go watch the Nutcracker every year since 2014 but we switched it up this year and decided...,5.0,Boston,dXPmYs9b3xyv9Zqa0z8adA
"Service is expectational. 
Start dinner with La Charcuterie is addictive since they keep on giving fresh bread if you run out toast for charcuterie. My...",5.0,Boston,dXPmYs9b3xyv9Zqa0z8adA
"While on the pricier side of dining, it's a wonderful place with great food and very professional staff. Had the French onion soup today along with the...",5.0,Boston,ru2PbckR1YiXNggUVL_kEw
"A wonderful restaurant to enjoy a special occasion or slightly casual dinner at. 

-Atmosphere-
The atmosphere is reminiscent of a warm French bistro on a...",5.0,Boston,ru2PbckR1YiXNggUVL_kEw
We enjoyed a last minute dinner at Troquet in the middle of the week and it was just what we needed. Made a last minute rez on Open Table and when we...,4.0,Boston,ru2PbckR1YiXNggUVL_kEw
This spot is always a classic. This is a Michelin star worthy restaurant. Everything here is always amazing! You can't come here and not try their classic...,5.0,Boston,uYqizPy4eUSpwOha0RkVPg
"Staff here super kind and friendly! The ambience is very upscale fine dining vibe. 

Food is very mediocre.. we came here for my birthday and the food here...",2.0,Boston,uYqizPy4eUSpwOha0RkVPg
"Oh no, Barbara Lynch, no no no.
Tragedy struck fine dining at Barbara Lynch's, 9 Park Street this July. We were welcomed by a very sweet and sincere woman...",1.0,Boston,uYqizPy4eUSpwOha0RkVPg
"A very fancy meal indeed! The service was impeccable and the ambiance was classically upscale - white tablecloths et al, but with a twist as 70s jams played...",5.0,Boston,8zLHresim_7dPvkYSuBVzA
"Went out for a special date and it was a nice experience with good food. 

Vibe: Elegant and simple decor, I really loved the ambiance

Service : Excellent,...",4.0,Boston,8zLHresim_7dPvkYSuBVzA
"Nice place to go with friends for a special occasion, but price hardly justified. The amuse bouches croquettes prior to the tasting menu were truly...",3.0,Boston,8zLHresim_7dPvkYSuBVzA
I ate two meals here today as I was staying in the hotel.  The first was lunch. I was the only patron and had excellent service :).  I had the lobster roll...,4.0,Boston,fJkmilWL3V_Qq6FscWAkuQ
"No complaints from me. I say at the bar and ordered from the restaurant. The New England Clam Chowder was delicious. I loved it. 

I also ordered the...",5.0,Boston,fJkmilWL3V_Qq6FscWAkuQ
"We waited over an hour for our breakfast and the food came out rubbery and small (especially for the price). I'm pretty sure they forgot our order! 

The...",1.0,Boston,fJkmilWL3V_Qq6FscWAkuQ
We love making a trip to this wonderful Brookline restaurant! La Voile is a very good and safe option for a small group outing or date night. There is a...,4.0,Boston,L7azzjeTPzfxnGvrqPjtFg
"Small French restaurant with good options. I been to the newbury location so wanted to try this one. I prefer the newbury location. 

Food: I ordered la...",3.0,Boston,L7azzjeTPzfxnGvrqPjtFg
"We took a friend out for his birthday last night and, because he likes French food, we went to La Voile. What a deep disappointment. Let me list the...",1.0,Boston,L7azzjeTPzfxnGvrqPjtFg
"Good was great, good service and affordable price. I had a pisco and scallop both were very excellent. I'd come back again",5.0,Boston,-C1gES7-4-PlFLi8xFFMvw
"Aquitaine provided a delightful Sunday brunch experience. The beautiful decor and amazing food, especially the traditional eggs Benedict, left a lasting...",5.0,Boston,-C1gES7-4-PlFLi8xFFMvw
"Poor service, we waited close to thirty minutes before our food order was taken and then it took forever to get said food.

Squash bisque was mediocre,...",2.0,Boston,-C1gES7-4-PlFLi8xFFMvw
"1st customer, excellent services by primary server as well as others who complimented the overall services.  Our dinner (set menu of 3) from appetizers/...",5.0,Seattle,IFzC8hzQpKNfVuJh84p1sw
"We were excited to come here recently for our anniversary dinner -- great reviews, James Beard nominated, etc. Total ticket for prix fixe with wine pairing...",3.0,Seattle,IFzC8hzQpKNfVuJh84p1sw
My husband and I have been three times now and always have an amazing meal. The ambience is peaceful and charming. Service is absolutely fanatic - the staff...,5.0,Seattle,IFzC8hzQpKNfVuJh84p1sw
Did you know that L'Oursin is sea urchin or uni in French? That's what this place serves local and fresh straight out of the shell! I came here for my...,5.0,Seattle,Lk7UrSA-vlkRI-m_z6UUOQ
"Verdict: the current avg rating for this place (4.2 at time of writing) is way too low for how good it is. This place is underrated! Fantastic French food,...",5.0,Seattle,Lk7UrSA-vlkRI-m_z6UUOQ
"This is the place you bring a current lover or friends (new and old), but not the place for non-friend coworkers you don't really know or the place to break...",4.0,Seattle,Lk7UrSA-vlkRI-m_z6UUOQ
"Superb food, lovely atmosphere. Excellent accommodating service. The chef is an absolute gem. This restaurant never disappoints. The wine list is expertly...",5.0,Seattle,OXkT4ZYdVhbIOQOKpkU3PQ
This has been on the list for awhile. I really really wanted to love this more than we did. The food was delicious and the halibut confit and king salmon...,4.0,Seattle,OXkT4ZYdVhbIOQOKpkU3PQ
"Place is my fav. On this Seattle food trip. 
It's Japanese and French fusion! I do feel it's more French than Japanese. 
The overall meal experience is well...",5.0,Seattle,OXkT4ZYdVhbIOQOKpkU3PQ
"I've eaten there several times. Each time I fall in love a little bit more. And this last time I fell head over heals.

It has the same vibe as Chez Panisse...",5.0,Seattle,BG4ZGXyO1srEI_Tly68ReQ
"Food - everything was great! We got some mimosas and brunch cocktails and then had some of the veggie options. Lots of selection!

Service - our server was...",5.0,Seattle,BG4ZGXyO1srEI_Tly68ReQ
"We were fortunate enough to have dinner here.The service was wonderful, friendly, descriptive, efficient but not ""hovering"".
For shareables we had the local...",5.0,Seattle,BG4ZGXyO1srEI_Tly68ReQ
"Made a reservation for 2 at 5pm on a Saturday night at Bateau via OpenTable, quite convenient.

Blackboard shows all the beef and options available from the...",4.0,Seattle,KjPEiaNnCeDTX5FgqofE9A
Took my boyfriend here for his birthday recently after it had been on our list of restaurants we tried and it was an incredible experience. They also...,5.0,Seattle,KjPEiaNnCeDTX5FgqofE9A
"I really enjoyed this place. Took my boyfriend here for his bday and they had a really cute happy birthday note waiting for us!

We started with a salad and...",5.0,Seattle,KjPEiaNnCeDTX5FgqofE9A
"This place is AWESOME. Great steaks and plates! Highly recommend and will go back!

It's extremely RARE that you get such a loaded treat like this!!...",5.0,Seattle,Vuqc6s6gsYpGMVY34nTc_g
"I went here for happy hour to get some meat dishes, as the name of the restaurant suggests (Red Cow). For dinner they are mostly known for steak frites at a...",4.0,Seattle,Vuqc6s6gsYpGMVY34nTc_g
"Warm, cozy and delicious, if you are looking for a long, relaxing, authentic French dining experience with close friends and/or family, this is your place....",5.0,Seattle,Vuqc6s6gsYpGMVY34nTc_g
"Feast is one of the only restaurants in Kirkland that I believe lives up to the prices (Sparrow is another). Every time we have been there, whether for a...",5.0,Seattle,LzUNZMYd97-jaAPbwMzaBQ
"Saw the relatively weaker reviews at La Grand Bistro (sad, given the view/location is fantastic) and decided to call and see if Feast could squeeze us in;...",4.0,Seattle,LzUNZMYd97-jaAPbwMzaBQ
"Beautiful interior and nice patio for a sunny day. Such unique dishes!

Came on a Friday evening with a reservation.

Tried: 
Oysters ($24 for half dozen) -...",4.0,Seattle,LzUNZMYd97-jaAPbwMzaBQ
"Stopped in for a mid-week lunch with a friend. They were not busy, only one other table was seated. 
I got their Tomato Tartine. It was so so delicious that...",5.0,Seattle,7BMSJBd-I0zlu9xg5lTRjA
"We haven't been back for the Whale Wins ""day"" menu experience in some time - we were in the neighborhood and decided to give it another try.  The reason for...",3.0,Seattle,7BMSJBd-I0zlu9xg5lTRjA
"Service: 4 to 5 stars. Nice people.
Ambiance: 5 stars. Love the open space. Bright area. Upbeat music. Classy.decorations. Fantastic. 
Food: 2.5-3 stars. I...",3.0,Seattle,7BMSJBd-I0zlu9xg5lTRjA
"Alright where should I start.
This is probably One of the best French restaurants that I tried so far in 2023 in Seattle. It was a solo date and I love how...",5.0,Seattle,M4SuI7Ww6lH4q4iWHn4H5A
"Service, food, and ambience was great.
Pricier menu. A bit hard to find as it is tucked into Pike Place market. (By the fish market / pig, look up to pay...",4.0,Seattle,M4SuI7Ww6lH4q4iWHn4H5A
"SO EXCITED! Just made reservations for Place Pigalle in Seattle for dinner next week! The reviews are fantastic, and the delightful man named Randy was a...",5.0,Seattle,M4SuI7Ww6lH4q4iWHn4H5A
I visited Nell's for the first time in many years and had a wonderful experience. The food was fantastic - truly some of the best dishes I've had (I in...,5.0,Seattle,4F0jvrjtLEiYx6byrWrs0A
Here on the first day of Seattle Restaurant Week. Lots of people were actually there even before opening at 5pm. I made reservation 2 day prior at the...,3.0,Seattle,4F0jvrjtLEiYx6byrWrs0A
My favorite restaurant for enjoying the company of your dinner companion. You can have a conversation at a table of 6 which is impossible in most Seattle...,5.0,Seattle,4F0jvrjtLEiYx6byrWrs0A
"A magical night. Was a special birthday dinner, and the Maximilien team took account of that with one of the best tables in house, with full view of the...",5.0,Seattle,9c0lSX6KTe88-ZLva1nu0w
"Appetizers: 5/5
Entrees: 3/5
Dessert: 4/5

Very nice place near Pike. The ambiance is calm and fitting with red fluorescent. Views are nice overviewing the...",4.0,Seattle,9c0lSX6KTe88-ZLva1nu0w
My husband and I made a reservation here to enjoy a nice dinner before taking the monorail to Climate Pledge arena for a Saturday concert.  We were sat...,5.0,Seattle,9c0lSX6KTe88-ZLva1nu0w
"When I want to feel like I'm back eating in Paris I like to go the Lynn's Bistro in Kirkland. 

The atmosphere is very pleasant and the owner is so nice...",5.0,Seattle,gl3ifUIH5h5xEf-DgUeLww
"This place has great ambiance, but it probably isn't worth it in my opinion. I ordered the $70 prix fixe and upgraded my appetizer to the ravioli. 

Bread:...",3.0,Seattle,gl3ifUIH5h5xEf-DgUeLww
"Chef Lynn is French trained and wow - she knows what she's doing. From
French Onion soup to crab cakes to steaks w/ heavenly sauces, everything she makes in...",5.0,Seattle,gl3ifUIH5h5xEf-DgUeLww
"One of the best restaurants in Denver, with seasonal menus that are creative year round. The service is wonderful, and the food is top notch. This is one of...",5.0,Denver,XWqdMrdt8OJWT6ECMvavPw
Haven't been on date night in awhile and my husband surprised me with this lovely gem of a place. Gordon Ramsey could learn from a place like this and I...,5.0,Denver,XWqdMrdt8OJWT6ECMvavPw
"In a word, fantastic! I can't even begin to describe the food, other than it was fantastic! It's not even worth getting in the details, because it's going...",5.0,Denver,XWqdMrdt8OJWT6ECMvavPw
Went into LeRoux tonight and sat at the bar for cocktails before our dinner reservation at their other restaurant Cholon next door. The bartender Benjamin...,5.0,Denver,wPMVTI1IrOQxm6Uv1jxRNg
"Oh how I wanted to be whisked away to Paris at LeRoux! 

Here's what went well:
- reservations online A+ process and great communication 
- lots of staff...",3.0,Denver,wPMVTI1IrOQxm6Uv1jxRNg
"This place was easily a 5/5 for me. It is easy to make reservations on their website and I would recommend coming here for a romantic dinner! 
I came here...",5.0,Denver,wPMVTI1IrOQxm6Uv1jxRNg
"Wanted to go back for dinner a second evening.
Looked online for an early reservation, none available till 8. So I went down and was able to get a 5 pm...",4.0,Denver,-UcabnMbA7NGBa3V5drIoA
"Do you have a bad relationship with your money? (I do not, drop 1-star)
Are you breaking up with your tastebuds? (Not yet, drop another)
Should a high-end...",2.0,Denver,-UcabnMbA7NGBa3V5drIoA
"Very good French restaurant in the heart of Cherry Creek, reminiscent of a Parisian Bistro.

Endive Salad - perfect ratio of ingredients with tangy dijon...",4.0,Denver,-UcabnMbA7NGBa3V5drIoA
"My friend got the lox crepe and it was ok, nothing special. I got some sandwich from the lunch menu and it was phenomenal, will come back solely for this...",5.0,Denver,57ZFKh79-LScSSxBf5X8LQ
"This place has good service and, a nice dog-friendly patio that is shaded, so great on hot days.  It's a very Cherry Creek vibe. 

The food has been OK...",3.0,Denver,57ZFKh79-LScSSxBf5X8LQ
A fun place to try! It felt like I got transported into a different world and there is so much to try! Would like to come back and try other items but...,4.0,Denver,57ZFKh79-LScSSxBf5X8LQ
We had an incredible meal at Mizuna- the chefs tasting menu was truly breathtaking and we chose to do the sommelier paring with it which was entirely worth...,5.0,Denver,PWXL-tnT3QFmjxtBcamOlA
We went all out with the caviar and wagyu additions to our Coastal tasting. The interior of the establishment is more on the casual side than we expected in...,5.0,Denver,PWXL-tnT3QFmjxtBcamOlA
"A well-established local fixture with a lot of class. The concept for Mizuna lends itself well to being a date night, celebration, or main event of the...",3.0,Denver,PWXL-tnT3QFmjxtBcamOlA
"My husband and I came here to celebrate our anniversary. We had the 4 course chef's tasting menu. Jon, the chef, could have stopped at the poached artichoke...",5.0,Denver,wpbsxDcZbSA1h4iZbamlag
Bistro Barbes was hard to locate via maps. I had to drive around a bit but then parked out front.  This location was very close to our Airb&b and was...,4.0,Denver,wpbsxDcZbSA1h4iZbamlag
"Food was outstanding and ambiance clean and pleasantly minimalist. Service was on point, but the chef/owner/waiter could be a tad more friendly in my view.",5.0,Denver,wpbsxDcZbSA1h4iZbamlag
"Our first time at Atelier was a real treat.
The young woman who is the wine buyer really new her stuff and was very generous with her time. Very nice list....",5.0,Denver,cl_jZOBDvENm7nl9-BVodw
I ALMOST feel bad rating this place badly after 1 pre-fixe wine-pairing dinner with a winery that was largely responsible for the bad experience -- but it...,3.0,Denver,cl_jZOBDvENm7nl9-BVodw
"We went here last weekend and were pleasantly surprised by the food and atmosphere.  Great service, bistro-style restaurant, not formal but cozy and...",3.0,Denver,cl_jZOBDvENm7nl9-BVodw
"My husband and I were able to do a tasting menu after making a special request and the food was AMAZING! I have a ton of allergies: all things cow, gluten,...",5.0,Denver,a7ssTc5Sidq3d4yfmMH7Ug
"Great location, nice ambiance and the night I went there was a cover band playing. Wine list good by the glass for this single gal. My one reservation was...",3.0,Denver,a7ssTc5Sidq3d4yfmMH7Ug
"Excellent food , extremely good service. Great dessert are a must . I highly recommend this restaurant!",5.0,Denver,a7ssTc5Sidq3d4yfmMH7Ug
"We stopped in for happy hour before dinner this Friday night and had a wonderful dinner! 
The drinks are great, the food was fantastic, and the servers are...",5.0,Denver,CmmktDTVpjvo0_q-rkwCXw
Really good spot all the fun stuff you want. I had the patte and mussels in the most delicious broth....we had the happy our meal and apps. Cocktais...,4.0,Denver,CmmktDTVpjvo0_q-rkwCXw
Love a place that answers food menu questions for my son's peanut allergy without hesitation for good late lunch! The Casino Hanger steak salad with blue...,4.0,Denver,CmmktDTVpjvo0_q-rkwCXw
Food was really good. It can get busy so having a reservation helps. We sat outside and it was a lot quieter than inside.,5.0,Washington,j9qYRR8HCXm_GEnetijOGA
Went for brunch on a cold Saturday and the experience was great! The service was quick in both getting seated and getting our food. We loved the bread...,5.0,Washington,j9qYRR8HCXm_GEnetijOGA
"Came here for a late dinner to try classic French cuisine! We didn't make a reservation, but a friendly waiter seated us immediately. Sitting in the...",4.0,Washington,j9qYRR8HCXm_GEnetijOGA
Such an amazing French meal in the DuPont Circle area! Inside of the restaurant was very upscale but hip. Very busy in a good way! Service was great...,5.0,Washington,tcQcGYB7gMcci16PSYgdfQ
We had a brunch reservation at Duck Duck Goose on a Sunday at noon. We were surprised to be the first guests inside the restaurant. I guess we were early by...,4.0,Washington,tcQcGYB7gMcci16PSYgdfQ
"No longer a fan.  

The food quality dropped to pathetic level 

I returned their duck breast twice, they told me they didn't change chef or process or meat...",2.0,Washington,tcQcGYB7gMcci16PSYgdfQ
"A great bistro style  French restaurant. 
Good classic  dishes very well 
Cooked. Good job La piquete",5.0,Washington,rIa-VjZV3-ulwThc926lpg
"La Piquette is a French bistro, located in the Cleveland Park 'hood.  They offer a brunch, lunch, and a dinner menu, offering items such as duck confit,...",3.0,Washington,rIa-VjZV3-ulwThc926lpg
Likely our favorite restaurant in D.C.  It's a neighborhood spot where you will generally see locals and occasional celebrity journalists and VIPs....,5.0,Washington,rIa-VjZV3-ulwThc926lpg
This place is great. We went to Jont a month before and that was amazing. So we figured we had to try the place downstairs. Both are A+ and you can't go...,5.0,Washington,mxUHDbc7lAzN5pTqoec1uw
"Just left after attending the five cocktail flight for DC Cocktail Week. First, hats off to a Michelin star restaurant that participates in cocktail week!...",5.0,Washington,mxUHDbc7lAzN5pTqoec1uw
"Let's get straight to it. Things I enjoyed:

- Service was top notch from beginning to end. From the hostesses, waiters, and everyone in between, really...",4.0,Washington,mxUHDbc7lAzN5pTqoec1uw
"My friends and I came here on a Friday around 6pm. The place was really crowded, and happy hour is only at the bar area. At first, we didn't get a table so...",5.0,Washington,EVSKVup02u4TLKZNCsOk4A
"I wish I could get on the de-influencing train and say the Le Desales happy hour is over hyped, but it's not 
- these prices are so rare in any city...",4.0,Washington,EVSKVup02u4TLKZNCsOk4A
"Service - was great, we were there for happy hour but the section was already packed and a bartender was kind enough to seat my friend group and I at a...",4.0,Washington,EVSKVup02u4TLKZNCsOk4A
"Yelp says they are closed but I called them and can reserve tables.  WUT?  Please don't go away!

Anyway, I came here for fall visit and they were just as...",5.0,Washington,B2p1hYs004_NLHekFAj-nQ
"This is a pretty intimate high-end French restaurant, and the servers give you time to make your decisions before bringing you the food. The service itself...",4.0,Washington,B2p1hYs004_NLHekFAj-nQ
"This place is a very special place for a key occasion took place. However, I hated their service, so I cannot possibly give a great review. 

1....",3.0,Washington,B2p1hYs004_NLHekFAj-nQ
"Service was incredible, the food was amazing and the vibes are just perfect. We went to thanksgiving dinner and I come back with out problem",5.0,Washington,-QvEB4PhS7n3hCBgVpnZrA
I visited Central Michel Richard with my wife for our mid-day date (and off day). When we are unsure about a place for our date Central Michel Richard is...,5.0,Washington,-QvEB4PhS7n3hCBgVpnZrA
"The time to investigate a potential restaurant for lunch is before you go... don't just rely on memory. Had I followed the advice, I'll never know if I...",1.0,Washington,-QvEB4PhS7n3hCBgVpnZrA
Omg this place is super cute! Such good food and great service as well. I really loved the interior it's such a cute little vibe.,5.0,Washington,eQlcG7GfMwJeiGELy_Xe0Q
"Walking from lung tour from US Capitol and discover that French heaven! Please don't get scared by expensive sign for this restaurant, the portions quite...",5.0,Washington,eQlcG7GfMwJeiGELy_Xe0Q
"This is a solid establishment for a weekend brunch. The location is very large but appeared to be in the quieter side, never the less it was a good brunch....",4.0,Washington,eQlcG7GfMwJeiGELy_Xe0Q
"I went to Fig & Olive for brunch with my boyfriend and we had a very pleasant time! We made reservations, but it wasn't very busy so you probably don't need...",4.0,Washington,KkHfLfN4jNivWSU1us-azA
We had dinner here the day after Christmas. We had a booking at the Illusion Museum in the same plaza and they seated us early when we showed up 30 minutes...,4.0,Washington,KkHfLfN4jNivWSU1us-azA
I've been to Fig and Olive a couple of times. The inside is two floors and designed very cute. I like the tables to the right that are cozy chairs near the...,4.0,Washington,KkHfLfN4jNivWSU1us-azA
"Honestly, I was not that excited to come here based on the menu alone but agreed to go with a friend. The ambience and service were fine, not spectacular...",5.0,Washington,lEjiZrPbKry8K8FBezTaaA
And adorable French page that I was excited to check out for restaurant week brunch. We each paid 35 dollars and each got a pastry and two other dishes....,5.0,Washington,lEjiZrPbKry8K8FBezTaaA
Antwain and I had dinner here. It was Antwain's birthday (December). French cuisine is our go to for special occasions so we are up for visiting all the...,5.0,Washington,lEjiZrPbKry8K8FBezTaaA
"If you're looking for a neighborhood restaurant look no further.  This is your local as you can get type of place.
MUSSELS, MUSSELS, MUSSELS
Oh so good and...",4.0,Washington,jgrp-bmESefZ4zRGT8agmQ
"Kids friendly! I love how we were seated in a section with families with kids. I give the restaurant 5 stars for that!!!!

I always enjoy the wine selection...",4.0,Washington,jgrp-bmESefZ4zRGT8agmQ
Mussels and sides were terrific. Easy-going staff happy to accommodate orders without judgement - yet intuitive when offering insight on menu...,4.0,Washington,jgrp-bmESefZ4zRGT8agmQ
"A very tasty meal in Georgetown! I enjoyed my experience at this intimate and cozy restaurant.

The food was very good! I loved the scallop appetizer and...",5.0,Washington,GC9rsqjmYBTIGELUBK2k7A
"Ordered their zero proof drink, AMAZING!! Nicely balanced, not too sweet, with rosemary-highly recommended! Also got the cheese plate, and chicken pate....",4.0,Washington,GC9rsqjmYBTIGELUBK2k7A
This has been a long awaited review. I've been to chez Billy sud quite a few times. It's a staple restaurant for me in this area. I've sat at their...,5.0,Washington,GC9rsqjmYBTIGELUBK2k7A
"Very good, a reliable place to eat where you can count on a decent bite. I had a wonderful evening with friends and our server was attentive and kind. He...",5.0,Washington,9HHQIQyrslWluJnBUgMmLQ
"Mon Ami Gabi in Bethesda, Maryland, is a culinary gem that left me thoroughly impressed. The cozy French-inspired ambiance sets the stage for an...",5.0,Washington,9HHQIQyrslWluJnBUgMmLQ
"Service takes a dive.

Pros: 
The food is still very good and we always sit at the bar to (hopefully) enjoy good service.  I still like Mon Ami, so I'll...",3.0,Washington,9HHQIQyrslWluJnBUgMmLQ
"The staff including the owner are so welcoming. Everything was phenomenal from the service, atmosphere and food. I had the best time there and I will...",5.0,Washington,Qc09Y-P78XX6n8cyL3Kf6w
I stumbled upon Mele while planning a large party and scheduled a tasting with the owner Geovanni -- WOW--  the food was fresh and delicious! I've seen a...,5.0,Washington,Qc09Y-P78XX6n8cyL3Kf6w
"Mele Bistro is a cute French/Italian place with an emphasis on fresh pasta and seafood. My dad and I both ordered fish, and it was cooked and seasoned well....",4.0,Washington,Qc09Y-P78XX6n8cyL3Kf6w
"Came here with some friends, and everything was absolutely delicious. They had a massive brunch menu and it all looked so good, that we couldn't decide what...",4.0,Washington,mFoSMJE4aGCK6cOxrCY4HQ
"What happened to Belga Cafe? I HAD been there for at least 15 times in five years. Great beer is all there it is. 

The ambiance and Service are great as...",1.0,Washington,mFoSMJE4aGCK6cOxrCY4HQ
"Where's the love? Solid food and nice atmosphere. We came for lunch on restaurant week. Food was good, not great but still good. We would definitely...",4.0,Washington,mFoSMJE4aGCK6cOxrCY4HQ
Excellent French food. The crab meat stuffed mushrooms were very good. Crab meat was fresh and the mushrooms had good texture. Beef medallions were cooked...,5.0,Washington,26wAxnrT6NdSGg5EGHK2Qg
